445	52
434	460
518	111
513	579
426	816
745	681
557	946
230	490
907	846
321	109
342	887
788	632
937	602
896	896
669	178
44	868
112	425
479	199
346	712
179	602
256	892
189	923
752	149
573	15
818	865
248	611
697	794
205	370
207	773
327	642
347	311
165	742
802	706
403	372
247	889
238	940
660	181
445	787
323	946
761	118
696	354
353	208
636	933
880	932
97	732
608	780
641	425
726	231
442	602
81	117
210	453
615	277
742	719
218	882
711	494
36	920
934	76
714	47
7	405
924	57
760	335
461	534
360	317
568	686
453	380
943	736
177	471
152	959
905	591
311	375
587	306
543	998
774	934
450	800
968	356
480	193
578	168
148	859
945	775
859	650
716	383
407	406
955	382
982	73
714	295
600	703
854	475
801	202
617	996
928	563
491	20
285	362
12	465
345	712
878	645
820	713
854	921
174	637
874	492
381	374
