959	235
787	880
161	770
17	408
223	998
868	650
304	485
615	775
619	981
765	472
95	721
615	848
969	447
360	253
707	51
536	105
767	516
706	806
597	605
348	244
802	128
746	233
152	548
514	518
613	589
617	94
825	176
498	822
980	483
167	7
812	517
784	949
247	796
540	826
675	791
875	392
1000	843
212	765
602	761
482	183
615	848
20	583
872	698
889	392
477	356
645	517
916	121
769	780
386	605
971	327
820	899
760	754
871	489
728	267
304	693
191	318
8	243
557	832
738	610
425	867
871	443
880	979
952	67
563	508
954	440
89	164
826	741
939	177
688	618
118	277
150	624
953	505
488	525
327	951
594	173
957	310
84	17
886	297
168	289
4	904
430	410
893	579
850	392
657	378
426	685
953	172
522	408
562	514
72	406
71	307
558	642
907	966
211	788
858	617
325	961
521	822
449	572
825	729
956	875
539	287
718	213
192	528
797	352
953	309
17	300
873	971
306	662
327	705
283	436
171	62
87	621
352	100
73	635
590	154
901	139
563	750
206	875
573	303
88	282
189	897
664	239
105	5
838	380
410	14
378	270
460	505
769	541
723	297
661	972
531	556
449	261
343	192
261	342
496	794
916	533
752	159
608	684
835	226
682	509
92	319
960	812
661	937
722	160
223	496
684	809
43	683
145	849
607	484
319	656
198	938
173	104
970	878
306	332
175	606
876	915
91	904
443	221
512	825
961	778
267	256
927	875
592	998
798	256
820	501
39	24
385	55
211	726
445	906
288	215
153	161
613	923
144	790
411	716
29	915
846	945
731	746
550	668
732	243
316	507
220	343
435	909
14	164
248	466
654	839
640	194
747	329
570	989
246	716
733	261
984	634
64	574
297	849
161	608
641	398
932	343
780	32
865	478
851	398
430	533
234	867
858	605
548	635
774	46
263	807
333	262
872	408
104	832
567	943
874	979
128	102
256	791
885	992
687	573
798	398
608	901
476	56
845	737
373	893
704	912
769	478
280	208
804	235
956	834
206	229
976	544
543	365
285	440
872	505
323	396
925	772
903	617
368	463
807	738
979	163
284	198
319	123
816	93
947	775
536	65
259	14
85	599
187	719
112	228
515	459
529	613
753	988
665	900
531	195
965	361
962	100
892	993
306	667
375	235
819	340
700	638
541	424
639	768
730	326
543	762
224	538
422	371
562	647
94	986
124	759
531	553
622	947
815	513
237	420
583	175
278	7
833	626
988	817
780	653
558	640
157	170
172	80
243	902
302	67
542	394
941	639
661	761
715	66
102	624
757	326
94	300
564	513
700	472
83	418
295	703
295	864
272	243
489	513
307	512
636	895
991	73
471	835
220	337
202	771
510	8
673	880
716	165
357	499
597	440
476	536
386	848
968	57
379	298
359	762
990	668
328	70
653	551
798	141
887	830
912	475
867	380
622	215
269	704
594	39
382	356
622	277
677	359
860	610
267	933
96	81
317	945
985	737
907	846
312	581
857	970
220	305
161	315
150	841
345	889
331	28
507	424
66	25
711	355
240	868
796	153
524	296
675	636
113	461
845	828
324	288
291	705
879	380
813	110
288	465
235	63
279	350
499	250
13	109
879	878
15	214
459	288
521	167
137	424
104	104
719	205
930	210
79	104
720	578
693	893
616	110
555	360
642	962
960	352
383	470
577	828
453	221
373	205
90	685
487	366
471	247
230	119
302	24
200	562
405	837
65	112
695	821
882	844
173	919
200	826
735	838
924	238
908	959
315	767
532	364
383	127
12	140
143	545
784	891
550	457
768	899
433	855
526	70
310	731
650	535
239	139
157	80
125	648
503	547
85	133
610	996
80	709
967	988
160	376
472	115
242	716
754	436
361	407
979	58
65	98
995	91
932	909
13	549
904	974
875	488
192	735
799	645
169	101
77	839
332	688
903	298
284	22
392	944
119	594
633	243
43	5
520	261
249	823
89	638
224	69
401	913
793	991
126	22
201	896
149	882
20	964
71	154
83	460
856	369
485	752
95	762
84	190
564	912
86	128
719	642
818	667
421	804
789	60
391	275
574	943
589	4
582	395
568	654
194	211
468	281
302	878
450	525
608	536
231	286
361	687
386	712
540	745
673	915
23	752
332	576
307	1
529	437
958	269
185	459
261	154
21	721
580	74
453	862
974	424
52	142
724	517
2	330
672	77
943	780
742	312
757	31
395	47
419	365
937	562
78	958
564	458
141	624
639	226
95	859
311	408
204	28
23	337
477	556
328	55
308	995
290	59
407	856
763	217
565	275
230	72
228	907
569	53
258	952
792	180
382	545
810	476
25	867
580	761
414	337
328	392
304	325
980	482
136	525
744	762
186	358
513	85
230	364
315	196
381	465
513	493
5	537
434	696
932	729
208	399
597	305
410	941
936	374
701	766
148	513
532	77
831	798
231	857
191	335
394	771
819	84
979	841
755	832
635	470
952	569
179	549
299	764
231	411
995	844
438	572
403	978
897	448
469	759
51	228
719	664
879	86
60	523
281	327
214	281
19	979
627	4
87	996
42	731
324	789
574	301
361	703
499	793
764	153
446	176
499	489
989	572
716	572
400	632
388	69
403	958
996	273
877	954
217	199
522	651
828	610
472	214
24	229
568	975
350	901
537	506
798	33
421	834
619	586
377	950
205	678
207	747
642	256
608	281
818	267
282	867
546	25
992	101
648	750
47	938
158	147
265	795
218	354
579	630
262	207
424	173
907	780
153	289
36	639
759	227
9	760
298	215
694	450
884	437
244	690
377	267
152	707
182	677
664	151
489	524
23	665
945	757
179	664
360	307
33	283
161	116
845	194
90	814
15	391
705	993
315	449
932	761
267	615
142	192
715	542
672	799
269	298
916	795
280	529
399	46
437	72
256	455
4	760
902	535
656	158
576	848
215	106
467	350
894	861
857	870
221	573
963	676
139	804
736	413
828	102
65	450
376	840
940	759
752	410
942	773
314	250
649	81
935	645
506	487
167	990
28	907
75	908
413	566
410	486
100	463
620	119
417	865
829	669
170	648
462	277
993	302
853	443
328	780
429	124
955	343
399	392
605	40
762	120
733	748
79	940
176	280
788	254
83	52
510	431
964	915
897	58
185	876
761	813
173	72
66	502
265	547
683	347
937	163
934	569
917	729
975	608
347	657
323	700
986	466
333	840
894	624
712	921
986	186
305	446
972	678
470	841
792	41
152	402
46	529
46	233
920	957
360	403
308	856
918	322
146	410
314	198
778	78
368	99
856	872
267	443
821	135
132	610
260	405
40	448
896	932
925	500
525	440
610	135
767	267
738	476
763	880
815	522
398	319
470	427
258	485
92	980
259	334
603	509
591	128
254	177
594	240
793	488
723	763
756	118
322	624
972	556
410	361
891	337
443	109
18	304
852	63
785	614
702	496
429	152
562	497
287	734
18	878
168	997
55	996
742	531
816	444
341	358
523	256
492	149
274	58
905	800
542	205
108	317
30	800
850	130
957	983
619	200
918	850
554	569
505	23
498	660
474	659
510	536
646	366
792	15
856	88
688	637
193	132
155	855
796	333
970	355
449	242
846	834
75	186
121	1000
141	45
439	393
949	436
279	839
379	133
974	678
623	435
936	894
688	196
188	381
488	398
82	520
273	966
435	349
912	366
925	582
796	887
187	886
72	289
628	957
340	933
695	741
815	749
752	70
751	546
550	11
653	446
78	390
847	337
696	529
463	777
214	803
402	928
17	757
760	157
929	611
571	781
438	392
815	636
572	698
786	186
684	349
674	501
154	154
739	374
143	637
780	261
461	152
231	51
221	928
725	629
944	532
300	331
460	498
646	879
425	80
698	804
205	857
209	590
81	132
782	712
599	139
190	451
952	836
924	730
190	972
115	192
935	37
863	418
82	809
678	869
146	997
169	669
113	973
840	762
827	770
432	144
520	903
785	474
427	511
75	795
575	130
466	285
239	525
701	23
351	57
851	12
635	841
778	396
63	987
989	79
878	246
610	876
218	931
1	955
657	865
240	761
781	473
151	51
208	428
366	543
858	766
580	331
461	152
665	646
548	870
946	78
856	61
22	823
613	473
901	820
190	442
679	554
491	485
572	361
446	49
217	136
338	496
625	144
510	988
152	238
610	214
923	349
667	722
636	693
704	606
645	108
1	566
862	585
475	653
811	440
477	911
234	31
303	217
890	380
349	363
684	843
322	872
505	632
452	370
655	557
749	318
589	679
994	633
299	802
672	401
696	331
433	375
254	399
254	721
302	477
601	438
249	765
617	502
358	209
6	662
358	934
360	215
884	310
541	822
685	119
440	114
586	801
433	611
959	453
270	559
948	742
23	656
799	417
837	317
962	442
74	198
259	757
399	779
696	958
538	957
76	947
890	879
852	983
499	459
319	589
53	786
524	215
662	513
176	175
148	128
365	574
521	703
40	613
796	627
896	907
439	811
90	479
826	901
41	315
671	390
258	569
872	802
609	165
555	478
925	930
246	453
24	564
16	535
217	47
845	714
297	219
917	522
560	56
