887	296
698	225
649	672
236	458
514	571
364	304
677	217
12	23
242	808
3	899
311	194
130	373
508	299
431	697
555	248
659	53
63	700
916	430
297	939
411	681
114	679
681	280
506	12
649	212
475	768
762	323
960	235
164	633
612	482
741	980
993	385
842	300
986	28
134	276
54	282
895	526
235	62
106	541
762	239
16	346
654	507
131	116
201	909
335	623
338	105
357	649
741	933
977	825
178	620
738	188
817	828
653	309
785	832
413	920
879	406
584	345
968	712
44	380
80	800
834	192
400	491
548	684
690	914
975	674
285	413
749	760
512	563
343	789
674	415
525	190
813	715
954	665
411	556
92	555
824	348
791	162
528	867
136	179
906	428
517	450
863	781
399	260
667	713
955	791
134	405
754	893
908	753
926	964
876	823
224	824
387	511
481	949
121	4
481	701
806	604
470	797
233	254
179	197
990	225
198	58
35	748
530	73
682	229
605	719
472	240
398	950
382	765
583	941
164	227
872	182
367	586
545	427
74	809
397	752
614	966
565	592
234	792
286	177
543	661
952	852
362	827
800	528
421	324
224	981
434	329
428	732
918	78
674	794
977	472
954	453
622	174
402	602
955	131
773	490
662	843
32	486
686	508
661	460
668	681
513	25
902	588
654	694
212	966
496	158
149	3
699	849
796	449
970	276
584	230
841	347
181	667
345	376
887	890
499	439
838	7
129	167
624	957
561	713
581	402
308	526
905	294
554	313
554	682
591	709
354	527
802	666
79	323
946	645
123	208
204	399
594	938
493	523
485	914
0	673
516	611
374	858
476	248
820	429
697	556
3	817
548	95
225	145
675	1000
733	434
398	69
241	215
45	589
15	514
458	349
287	596
589	996
968	108
450	539
863	824
146	335
706	787
497	302
828	918
664	284
640	386
381	89
213	857
722	794
183	540
511	375
218	526
904	275
344	463
713	496
923	657
839	229
364	846
638	966
773	310
758	256
548	776
161	443
751	630
205	59
655	110
548	365
721	279
26	943
42	924
128	791
504	531
71	771
840	199
75	414
950	878
813	909
736	626
308	508
777	462
82	66
473	15
946	133
505	616
538	708
406	370
98	363
965	117
588	44
530	815
884	973
197	679
244	969
29	504
970	980
471	331
574	500
105	285
113	254
631	618
912	996
373	87
826	207
769	427
863	922
267	956
98	873
175	423
251	732
765	663
162	436
969	238
284	956
921	824
245	654
492	732
899	842
240	615
541	301
813	651
631	40
498	677
434	894
509	783
410	91
362	909
985	90
100	878
34	786
400	855
448	406
466	695
743	208
613	386
287	37
968	177
698	479
599	397
976	685
977	720
459	772
879	594
319	433
59	576
426	427
232	959
355	244
337	129
702	472
621	115
228	590
118	178
731	34
341	597
66	326
62	924
227	303
777	406
803	59
946	773
518	78
184	167
437	423
557	849
707	44
732	14
992	822
436	166
280	291
881	238
265	125
254	474
997	200
323	807
146	618
299	558
140	499
599	452
657	672
140	626
591	851
822	134
444	727
426	488
7	806
285	769
710	512
30	101
454	985
485	413
481	327
718	636
379	489
594	830
614	30
681	855
717	483
672	478
991	124
40	128
595	120
688	62
363	814
180	432
193	550
565	467
37	840
373	605
554	480
911	914
764	980
426	123
875	572
607	330
764	144
856	183
993	986
814	878
10	891
423	732
56	161
174	71
781	447
78	493
814	33
367	466
304	267
809	146
870	878
987	706
849	836
894	669
641	892
310	196
569	871
361	690
102	780
714	439
647	103
524	5
42	368
933	362
664	854
200	885
504	397
789	869
885	847
115	434
393	166
468	377
993	374
802	715
971	87
836	390
328	445
267	977
394	733
65	312
743	313
948	534
672	112
384	484
536	837
496	46
500	248
494	295
679	97
57	810
434	966
309	221
934	551
302	24
549	967
656	978
109	35
439	590
456	66
106	805
653	856
278	760
673	632
375	105
614	122
648	587
383	949
929	748
179	892
917	162
418	276
175	642
488	949
345	702
387	999
461	453
490	820
692	371
435	809
585	973
857	136
673	432
557	852
934	4
788	770
811	935
865	279
597	832
904	129
171	742
381	772
386	379
178	243
154	207
853	15
925	916
658	651
859	196
437	3
675	586
320	825
586	773
757	253
639	240
39	661
131	844
480	337
530	772
50	267
899	809
621	872
535	814
936	942
527	449
291	558
854	961
202	657
284	239
960	439
209	83
493	410
105	399
715	660
92	364
97	74
272	404
855	67
871	350
59	910
223	731
969	459
494	838
44	896
275	136
990	620
212	123
262	471
344	563
866	460
192	450
929	533
